feature,chi2,p,n_target,n_reference
adores,-0.010592524302263578,0.9180264723753223,1,2
aficionado,-0.010592524302263578,0.9180264723753223,1,2
afield,-0.010592524302263578,0.9180264723753223,1,2
afoul,-0.010592524302263578,0.9180264723753223,1,2
afternoons,-0.010592524302263578,0.9180264723753223,1,2
air-headed,-0.010592524302263578,0.9180264723753223,1,2
alarming,-0.010592524302263578,0.9180264723753223,1,2
alliances,-0.010592524302263578,0.9180264723753223,1,2
alyson,-0.010592524302263578,0.9180264723753223,1,2
amazing's,-0.010592524302263578,0.9180264723753223,1,2
ambitiously,-0.010592524302263578,0.9180264723753223,1,2
amok,-0.010592524302263578,0.9180264723753223,1,2
angrily,-0.010592524302263578,0.9180264723753223,1,2
ann's,-0.010592524302263578,0.9180264723753223,1,2
annabeth,-0.010592524302263578,0.9180264723753223,1,2
antagonizes,-0.010592524302263578,0.9180264723753223,1,2
antisocial,-0.010592524302263578,0.9180264723753223,1,2
antwerp,-0.010592524302263578,0.9180264723753223,1,2
aplenty,-0.010592524302263578,0.9180264723753223,1,2
apology,-0.010592524302263578,0.9180264723753223,1,2
appalled,-0.010592524302263578,0.9180264723753223,1,2
appallingly,-0.010592524302263578,0.9180264723753223,1,2
applauding,-0.010592524302263578,0.9180264723753223,1,2
applegate,-0.010592524302263578,0.9180264723753223,1,2
appreciable,-0.010592524302263578,0.9180264723753223,1,2
apprehend,-0.010592524302263578,0.9180264723753223,1,2
approved,-0.010592524302263578,0.9180264723753223,1,2
arcade,-0.010592524302263578,0.9180264723753223,1,2
arch-enemy,-0.010592524302263578,0.9180264723753223,1,2
archeologist,-0.010592524302263578,0.9180264723753223,1,2
archetype,-0.010592524302263578,0.9180264723753223,1,2
arduous,-0.010592524302263578,0.9180264723753223,1,2
aretha,-0.010592524302263578,0.9180264723753223,1,2
argentina,-0.010592524302263578,0.9180264723753223,1,2
arm-in-arm,-0.010592524302263578,0.9180264723753223,1,2
arye,-0.010592524302263578,0.9180264723753223,1,2
assassinated,-0.010592524302263578,0.9180264723753223,1,2
assembly,-0.010592524302263578,0.9180264723753223,1,2
assimilate,-0.010592524302263578,0.9180264723753223,1,2
astounded,-0.010592524302263578,0.9180264723753223,1,2
attain,-0.010592524302263578,0.9180264723753223,1,2
auditions,-0.010592524302263578,0.9180264723753223,1,2
aunts,-0.010592524302263578,0.9180264723753223,1,2
australia's,-0.010592524302263578,0.9180264723753223,1,2
authored,-0.010592524302263578,0.9180264723753223,1,2
avoidance,-0.010592524302263578,0.9180264723753223,1,2
awaken,-0.010592524302263578,0.9180264723753223,1,2
awash,-0.010592524302263578,0.9180264723753223,1,2
axel,-0.010592524302263578,0.9180264723753223,1,2
b-films,-0.010592524302263578,0.9180264723753223,1,2
badges,-0.010592524302263578,0.9180264723753223,1,2
bai,-0.010592524302263578,0.9180264723753223,1,2
bailed,-0.010592524302263578,0.9180264723753223,1,2
bakshi,-0.010592524302263578,0.9180264723753223,1,2
balloon,-0.010592524302263578,0.9180264723753223,1,2
bangs,-0.010592524302263578,0.9180264723753223,1,2
banner,-0.010592524302263578,0.9180264723753223,1,2
barbed,-0.010592524302263578,0.9180264723753223,1,2
barbet,-0.010592524302263578,0.9180264723753223,1,2
bared,-0.010592524302263578,0.9180264723753223,1,2
barroom,-0.010592524302263578,0.9180264723753223,1,2
baseketball,-0.010592524302263578,0.9180264723753223,1,2
batteries,-0.010592524302263578,0.9180264723753223,1,2
batting,-0.010592524302263578,0.9180264723753223,1,2
baxter,-0.010592524302263578,0.9180264723753223,1,2
bedside,-0.010592524302263578,0.9180264723753223,1,2
beetlejuice,-0.010592524302263578,0.9180264723753223,1,2
befitting,-0.010592524302263578,0.9180264723753223,1,2
belinda,-0.010592524302263578,0.9180264723753223,1,2
bellboy,-0.010592524302263578,0.9180264723753223,1,2
bellhop,-0.010592524302263578,0.9180264723753223,1,2
bellows,-0.010592524302263578,0.9180264723753223,1,2
belonged,-0.010592524302263578,0.9180264723753223,1,2
bening's,-0.010592524302263578,0.9180264723753223,1,2
bestow,-0.010592524302263578,0.9180264723753223,1,2
beta,-0.010592524302263578,0.9180264723753223,1,2
biederman,-0.010592524302263578,0.9180264723753223,1,2
big-shot,-0.010592524302263578,0.9180264723753223,1,2
bimbos,-0.010592524302263578,0.9180264723753223,1,2
blaming,-0.010592524302263578,0.9180264723753223,1,2
blandest,-0.010592524302263578,0.9180264723753223,1,2
blares,-0.010592524302263578,0.9180264723753223,1,2
blas,-0.010592524302263578,0.9180264723753223,1,2
blasted,-0.010592524302263578,0.9180264723753223,1,2
blaster,-0.010592524302263578,0.9180264723753223,1,2
bleachers,-0.010592524302263578,0.9180264723753223,1,2
blethyn,-0.010592524302263578,0.9180264723753223,1,2
bluer,-0.010592524302263578,0.9180264723753223,1,2
blunders,-0.010592524302263578,0.9180264723753223,1,2
blurb,-0.010592524302263578,0.9180264723753223,1,2
blurs,-0.010592524302263578,0.9180264723753223,1,2
blurt,-0.010592524302263578,0.9180264723753223,1,2
boat's,-0.010592524302263578,0.9180264723753223,1,2
bodyguards,-0.010592524302263578,0.9180264723753223,1,2
bollocks,-0.010592524302263578,0.9180264723753223,1,2
bonehead,-0.010592524302263578,0.9180264723753223,1,2
booted,-0.010592524302263578,0.9180264723753223,1,2
boozing,-0.010592524302263578,0.9180264723753223,1,2
botches,-0.010592524302263578,0.9180264723753223,1,2
boy-meets-girl,-0.010592524302263578,0.9180264723753223,1,2
brashness,-0.010592524302263578,0.9180264723753223,1,2
brawn,-0.010592524302263578,0.9180264723753223,1,2
breathy,-0.010592524302263578,0.9180264723753223,1,2
broken-down,-0.010592524302263578,0.9180264723753223,1,2
brown's,-0.010592524302263578,0.9180264723753223,1,2
bruce's,-0.010592524302263578,0.9180264723753223,1,2
buckley,-0.010592524302263578,0.9180264723753223,1,2
builder,-0.010592524302263578,0.9180264723753223,1,2
bulletproof,-0.010592524302263578,0.9180264723753223,1,2
bummer,-0.010592524302263578,0.9180264723753223,1,2
bungalow,-0.010592524302263578,0.9180264723753223,1,2
bureaucratic,-0.010592524302263578,0.9180264723753223,1,2
businesswoman,-0.010592524302263578,0.9180264723753223,1,2
caffeine,-0.010592524302263578,0.9180264723753223,1,2
cahoots,-0.010592524302263578,0.9180264723753223,1,2
cambell,-0.010592524302263578,0.9180264723753223,1,2
capshaw,-0.010592524302263578,0.9180264723753223,1,2
captor,-0.010592524302263578,0.9180264723753223,1,2
career-minded,-0.010592524302263578,0.9180264723753223,1,2
cartwright,-0.010592524302263578,0.9180264723753223,1,2
cater,-0.010592524302263578,0.9180264723753223,1,2
cb,-0.010592524302263578,0.9180264723753223,1,2
ceases,-0.010592524302263578,0.9180264723753223,1,2
cementing,-0.010592524302263578,0.9180264723753223,1,2
ceo,-0.010592524302263578,0.9180264723753223,1,2
ceremonial,-0.010592524302263578,0.9180264723753223,1,2
charging,-0.010592524302263578,0.9180264723753223,1,2
charitable,-0.010592524302263578,0.9180264723753223,1,2
cheetah,-0.010592524302263578,0.9180264723753223,1,2
chestnut,-0.010592524302263578,0.9180264723753223,1,2
chimera,-0.010592524302263578,0.9180264723753223,1,2
chimes,-0.010592524302263578,0.9180264723753223,1,2
chlo,-0.010592524302263578,0.9180264723753223,1,2
choreographing,-0.010592524302263578,0.9180264723753223,1,2
christine's,-0.010592524302263578,0.9180264723753223,1,2
chronicling,-0.010592524302263578,0.9180264723753223,1,2
ciphers,-0.010592524302263578,0.9180264723753223,1,2
citing,-0.010592524302263578,0.9180264723753223,1,2
clamoring,-0.010592524302263578,0.9180264723753223,1,2
clancy,-0.010592524302263578,0.9180264723753223,1,2
clapton,-0.010592524302263578,0.9180264723753223,1,2
clark's,-0.010592524302263578,0.9180264723753223,1,2
clientele,-0.010592524302263578,0.9180264723753223,1,2
clinging,-0.010592524302263578,0.9180264723753223,1,2
clocking,-0.010592524302263578,0.9180264723753223,1,2
cloning,-0.010592524302263578,0.9180264723753223,1,2
clowns,-0.010592524302263578,0.9180264723753223,1,2
clubbing,-0.010592524302263578,0.9180264723753223,1,2
clumsiness,-0.010592524302263578,0.9180264723753223,1,2
co-dependency,-0.010592524302263578,0.9180264723753223,1,2
co-produced,-0.010592524302263578,0.9180264723753223,1,2
co-producer,-0.010592524302263578,0.9180264723753223,1,2
co-starred,-0.010592524302263578,0.9180264723753223,1,2
coed,-0.010592524302263578,0.9180264723753223,1,2
cogs,-0.010592524302263578,0.9180264723753223,1,2
comedy-drama,-0.010592524302263578,0.9180264723753223,1,2
competence,-0.010592524302263578,0.9180264723753223,1,2
complement,-0.010592524302263578,0.9180264723753223,1,2
compose,-0.010592524302263578,0.9180264723753223,1,2
composite,-0.010592524302263578,0.9180264723753223,1,2
conceivably,-0.010592524302263578,0.9180264723753223,1,2
conceptually,-0.010592524302263578,0.9180264723753223,1,2
concussion,-0.010592524302263578,0.9180264723753223,1,2
conduct,-0.010592524302263578,0.9180264723753223,1,2
constraints,-0.010592524302263578,0.9180264723753223,1,2
copland,-0.010592524302263578,0.9180264723753223,1,2
cora,-0.010592524302263578,0.9180264723753223,1,2
corinthians,-0.010592524302263578,0.9180264723753223,1,2
cosmopolitan,-0.010592524302263578,0.9180264723753223,1,2
costars,-0.010592524302263578,0.9180264723753223,1,2
counterbalanced,-0.010592524302263578,0.9180264723753223,1,2
cozy,-0.010592524302263578,0.9180264723753223,1,2
craig's,-0.010592524302263578,0.9180264723753223,1,2
cranked,-0.010592524302263578,0.9180264723753223,1,2
cranking,-0.010592524302263578,0.9180264723753223,1,2
creature's,-0.010592524302263578,0.9180264723753223,1,2
credibly,-0.010592524302263578,0.9180264723753223,1,2
creeped,-0.010592524302263578,0.9180264723753223,1,2
crewman,-0.010592524302263578,0.9180264723753223,1,2
cringed,-0.010592524302263578,0.9180264723753223,1,2
crotchety,-0.010592524302263578,0.9180264723753223,1,2
crusher,-0.010592524302263578,0.9180264723753223,1,2
curl,-0.010592524302263578,0.9180264723753223,1,2
cutout,-0.010592524302263578,0.9180264723753223,1,2
damaging,-0.010592524302263578,0.9180264723753223,1,2
dammit,-0.010592524302263578,0.9180264723753223,1,2
damnit,-0.010592524302263578,0.9180264723753223,1,2
daniel's,-0.010592524302263578,0.9180264723753223,1,2
dano,-0.010592524302263578,0.9180264723753223,1,2
davidovich,-0.010592524302263578,0.9180264723753223,1,2
decapitations,-0.010592524302263578,0.9180264723753223,1,2
decorates,-0.010592524302263578,0.9180264723753223,1,2
decrease,-0.010592524302263578,0.9180264723753223,1,2
deduction,-0.010592524302263578,0.9180264723753223,1,2
deejay,-0.010592524302263578,0.9180264723753223,1,2
deep-voiced,-0.010592524302263578,0.9180264723753223,1,2
defendant,-0.010592524302263578,0.9180264723753223,1,2
deficiency,-0.010592524302263578,0.9180264723753223,1,2
delicacy,-0.010592524302263578,0.9180264723753223,1,2
delusions,-0.010592524302263578,0.9180264723753223,1,2
delving,-0.010592524302263578,0.9180264723753223,1,2
depressingly,-0.010592524302263578,0.9180264723753223,1,2
depressive,-0.010592524302263578,0.9180264723753223,1,2
derring-do,-0.010592524302263578,0.9180264723753223,1,2
descend,-0.010592524302263578,0.9180264723753223,1,2
descended,-0.010592524302263578,0.9180264723753223,1,2
desirable,-0.010592524302263578,0.9180264723753223,1,2
despised,-0.010592524302263578,0.9180264723753223,1,2
despondent,-0.010592524302263578,0.9180264723753223,1,2
detector,-0.010592524302263578,0.9180264723753223,1,2
dialouge,-0.010592524302263578,0.9180264723753223,1,2
diarrhea,-0.010592524302263578,0.9180264723753223,1,2
dickson,-0.010592524302263578,0.9180264723753223,1,2
dietl,-0.010592524302263578,0.9180264723753223,1,2
digressions,-0.010592524302263578,0.9180264723753223,1,2
directive,-0.010592524302263578,0.9180264723753223,1,2
disallows,-0.010592524302263578,0.9180264723753223,1,2
disappearances,-0.010592524302263578,0.9180264723753223,1,2
discourage,-0.010592524302263578,0.9180264723753223,1,2
disparate,-0.010592524302263578,0.9180264723753223,1,2
dissapointment,-0.010592524302263578,0.9180264723753223,1,2
dissatisfied,-0.010592524302263578,0.9180264723753223,1,2
dissatisfying,-0.010592524302263578,0.9180264723753223,1,2
dissipates,-0.010592524302263578,0.9180264723753223,1,2
distractingly,-0.010592524302263578,0.9180264723753223,1,2
divinity,-0.010592524302263578,0.9180264723753223,1,2
double-crossed,-0.010592524302263578,0.9180264723753223,1,2
doubting,-0.010592524302263578,0.9180264723753223,1,2
dousing,-0.010592524302263578,0.9180264723753223,1,2
downstairs,-0.010592524302263578,0.9180264723753223,1,2
drills,-0.010592524302263578,0.9180264723753223,1,2
drones,-0.010592524302263578,0.9180264723753223,1,2
droves,-0.010592524302263578,0.9180264723753223,1,2
dubs,-0.010592524302263578,0.9180264723753223,1,2
duguay,-0.010592524302263578,0.9180264723753223,1,2
dukakis,-0.010592524302263578,0.9180264723753223,1,2
duplicity,-0.010592524302263578,0.9180264723753223,1,2
dutiful,-0.010592524302263578,0.9180264723753223,1,2
edie,-0.010592524302263578,0.9180264723753223,1,2
eg,-0.010592524302263578,0.9180264723753223,1,2
egos,-0.010592524302263578,0.9180264723753223,1,2
eiffel,-0.010592524302263578,0.9180264723753223,1,2
eisenberg,-0.010592524302263578,0.9180264723753223,1,2
electronically,-0.010592524302263578,0.9180264723753223,1,2
elitist,-0.010592524302263578,0.9180264723753223,1,2
eluded,-0.010592524302263578,0.9180264723753223,1,2
embarked,-0.010592524302263578,0.9180264723753223,1,2
emmerich's,-0.010592524302263578,0.9180264723753223,1,2
emotive,-0.010592524302263578,0.9180264723753223,1,2
empath,-0.010592524302263578,0.9180264723753223,1,2
empathic,-0.010592524302263578,0.9180264723753223,1,2
enact,-0.010592524302263578,0.9180264723753223,1,2
energetically,-0.010592524302263578,0.9180264723753223,1,2
enlightened,-0.010592524302263578,0.9180264723753223,1,2
eponymous,-0.010592524302263578,0.9180264723753223,1,2
evan,-0.010592524302263578,0.9180264723753223,1,2
evens,-0.010592524302263578,0.9180264723753223,1,2
ever-popular,-0.010592524302263578,0.9180264723753223,1,2
everlasting,-0.010592524302263578,0.9180264723753223,1,2
ex-lover,-0.010592524302263578,0.9180264723753223,1,2
ex-porn,-0.010592524302263578,0.9180264723753223,1,2
excusable,-0.010592524302263578,0.9180264723753223,1,2
execs,-0.010592524302263578,0.9180264723753223,1,2
exhibiting,-0.010592524302263578,0.9180264723753223,1,2
existance,-0.010592524302263578,0.9180264723753223,1,2
extensively,-0.010592524302263578,0.9180264723753223,1,2
extinct,-0.010592524302263578,0.9180264723753223,1,2
eye-opening,-0.010592524302263578,0.9180264723753223,1,2
facet,-0.010592524302263578,0.9180264723753223,1,2
facile,-0.010592524302263578,0.9180264723753223,1,2
faints,-0.010592524302263578,0.9180264723753223,1,2
fake-looking,-0.010592524302263578,0.9180264723753223,1,2
fast-moving,-0.010592524302263578,0.9180264723753223,1,2
fatuous,-0.010592524302263578,0.9180264723753223,1,2
feebly,-0.010592524302263578,0.9180264723753223,1,2
feminism,-0.010592524302263578,0.9180264723753223,1,2
feral,-0.010592524302263578,0.9180264723753223,1,2
ferguson,-0.010592524302263578,0.9180264723753223,1,2
festering,-0.010592524302263578,0.9180264723753223,1,2
festivities,-0.010592524302263578,0.9180264723753223,1,2
fetching,-0.010592524302263578,0.9180264723753223,1,2
feud,-0.010592524302263578,0.9180264723753223,1,2
feverish,-0.010592524302263578,0.9180264723753223,1,2
filmography,-0.010592524302263578,0.9180264723753223,1,2
findings,-0.010592524302263578,0.9180264723753223,1,2
flakes,-0.010592524302263578,0.9180264723753223,1,2
flatliners,-0.010592524302263578,0.9180264723753223,1,2
fleder,-0.010592524302263578,0.9180264723753223,1,2
flurry,-0.010592524302263578,0.9180264723753223,1,2
foisted,-0.010592524302263578,0.9180264723753223,1,2
foley's,-0.010592524302263578,0.9180264723753223,1,2
forays,-0.010592524302263578,0.9180264723753223,1,2
foreground,-0.010592524302263578,0.9180264723753223,1,2
formally,-0.010592524302263578,0.9180264723753223,1,2
four-letter,-0.010592524302263578,0.9180264723753223,1,2
frain,-0.010592524302263578,0.9180264723753223,1,2
freshly,-0.010592524302263578,0.9180264723753223,1,2
fringe,-0.010592524302263578,0.9180264723753223,1,2
full-on,-0.010592524302263578,0.9180264723753223,1,2
gadgetry,-0.010592524302263578,0.9180264723753223,1,2
gambit,-0.010592524302263578,0.9180264723753223,1,2
gargantuan,-0.010592524302263578,0.9180264723753223,1,2
garofolo,-0.010592524302263578,0.9180264723753223,1,2
geneticist,-0.010592524302263578,0.9180264723753223,1,2
germ,-0.010592524302263578,0.9180264723753223,1,2
gestate,-0.010592524302263578,0.9180264723753223,1,2
get-up,-0.010592524302263578,0.9180264723753223,1,2
ghouls,-0.010592524302263578,0.9180264723753223,1,2
gills,-0.010592524302263578,0.9180264723753223,1,2
gizmos,-0.010592524302263578,0.9180264723753223,1,2
glimmers,-0.010592524302263578,0.9180264723753223,1,2
gloria's,-0.010592524302263578,0.9180264723753223,1,2
goggins,-0.010592524302263578,0.9180264723753223,1,2
grad,-0.010592524302263578,0.9180264723753223,1,2
granddaddy,-0.010592524302263578,0.9180264723753223,1,2
graphically,-0.010592524302263578,0.9180264723753223,1,2
greenlit,-0.010592524302263578,0.9180264723753223,1,2
grey,-0.010592524302263578,0.9180264723753223,1,2
grittier,-0.010592524302263578,0.9180264723753223,1,2
groaned,-0.010592524302263578,0.9180264723753223,1,2
growl,-0.010592524302263578,0.9180264723753223,1,2
gullible,-0.010592524302263578,0.9180264723753223,1,2
gunk,-0.010592524302263578,0.9180264723753223,1,2
gutted,-0.010592524302263578,0.9180264723753223,1,2
